”NŒŽ“ú,DA-24(\/kWh),DA-DT(\/kWh),DA-PT(\/kWh),TTV(kWh)
2018/09/04,11.81,13.72,14.81,437670500
2018/09/05,11.50,13.12,13.38,465762000
2018/09/06,12.16,14.36,16.44,469889000
2018/09/07,13.34,16.46,22.27,459468000
2018/09/08,9.97,11.19,11.42,426035000
2018/09/09,9.09,10.02,10.25,422886500
2018/09/10,9.55,10.90,12.16,447954000
2018/09/11,9.06,9.88,10.59,441489000
2018/09/12,8.86,9.67,10.39,442626500
2018/09/13,9.22,10.05,10.85,447071500
2018/09/14,9.30,10.03,10.78,448654000
2018/09/15,8.94,9.63,9.88,405065700
2018/09/16,8.63,9.19,8.20,421363950
2018/09/17,9.62,10.91,11.18,413159350
2018/09/18,9.39,10.20,10.91,436710250
2018/09/19,8.88,9.34,9.74,448056300
2018/09/20,9.36,10.11,11.10,425211550
2018/09/21,9.50,10.47,11.28,432417050
2018/09/22,9.42,10.34,10.72,391572800
2018/09/23,8.06,8.32,7.43,405556050
2018/09/24,9.46,10.58,10.73,395645550
2018/09/25,9.49,10.25,10.77,402448250
2018/09/26,9.02,9.60,10.47,414048550
2018/09/27,8.96,9.66,10.04,431189750
2018/09/28,8.44,8.69,8.45,438584650
2018/09/29,9.12,10.17,10.60,380820450
2018/09/30,8.87,9.73,10.02,390270600
2018/10/01,9.46,10.29,10.95,654990150
2018/10/02,8.95,9.20,9.07,665552700
2018/10/03,9.40,9.93,10.62,671231550
2018/10/04,9.95,10.68,11.05,672454250
2018/10/05,10.13,10.70,11.05,668047400
2018/10/06,10.08,10.68,10.70,584529550
2018/10/07,8.73,9.20,8.46,584414700
2018/10/08,8.64,9.25,8.29,560095450
2018/10/09,9.18,9.75,9.85,633295300
2018/10/10,10.81,11.71,12.01,628930850
2018/10/11,11.23,12.08,11.82,628084550
2018/10/12,10.51,11.02,10.96,643661900
2018/10/13,9.66,9.45,9.60,574360650
2018/10/14,8.84,9.06,8.39,556502400
2018/10/15,10.43,11.30,11.15,625435100
2018/10/16,11.19,12.12,12.57,630144000
2018/10/17,10.58,11.01,10.47,657812100
2018/10/18,10.19,10.50,9.58,668513000
2018/10/19,10.33,10.84,10.21,670536450
2018/10/20,9.22,9.35,8.42,610293800
2018/10/21,8.93,8.70,7.49,567851350
2018/10/22,9.47,9.43,8.85,654626450
2018/10/23,10.08,10.56,10.50,654914300
2018/10/24,10.10,10.59,10.69,672007150
2018/10/25,9.67,9.73,9.31,676573550
2018/10/26,10.17,10.35,10.68,676981450
2018/10/27,9.64,9.95,9.65,606854550
2018/10/28,8.59,8.63,7.19,602920950
2018/10/29,9.75,10.14,10.02,663570550
2018/10/30,9.96,10.26,10.24,675982400
2018/10/31,10.12,10.34,9.99,688778100
2018/11/01,9.81,9.80,9.63,704095450
2018/11/02,9.90,9.79,9.38,689439550
2018/11/03,9.41,8.99,7.81,604871400
2018/11/04,8.96,8.94,7.89,586181700
2018/11/05,10.46,10.86,10.79,668472950
2018/11/06,11.13,11.70,11.59,660985100
2018/11/07,10.27,10.70,10.70,700863350
2018/11/08,10.43,11.04,10.86,702097950
2018/11/09,10.43,11.09,11.10,700646200
2018/11/10,8.81,8.75,7.35,642536250
2018/11/11,8.43,8.43,7.33,591540950
2018/11/12,10.06,10.91,10.62,696998400
2018/11/13,9.97,10.64,11.13,690807950
2018/11/14,9.81,10.25,9.85,706806900
2018/11/15,9.62,9.75,9.21,698751750
2018/11/16,10.05,10.48,10.85,691279100
2018/11/17,9.85,10.46,10.36,624399650
2018/11/18,8.96,9.35,8.54,606811800
2018/11/19,10.94,12.03,11.68,684620050
2018/11/20,10.14,10.39,10.01,714467100
2018/11/21,10.66,11.20,11.07,719179200
2018/11/22,11.27,12.23,12.05,717878950
2018/11/23,10.22,10.63,9.36,635768950
2018/11/24,9.74,9.68,7.97,629913200
2018/11/25,9.32,9.28,8.13,638728750
2018/11/26,10.38,11.02,10.70,706093000
2018/11/27,9.73,9.91,9.08,709173800
2018/11/28,10.84,11.64,11.72,723708400
2018/11/29,10.20,10.46,9.55,721360000
2018/11/30,9.99,10.43,9.57,724869100
2018/12/01,8.57,8.86,7.63,719664350
2018/12/02,8.07,8.07,6.53,694953250
2018/12/03,9.48,10.38,10.14,761564000
2018/12/04,9.33,10.17,10.48,782912400
2018/12/05,9.36,10.13,9.68,780888450
2018/12/06,9.97,11.04,11.46,776611300
2018/12/07,9.47,10.16,9.82,770775850
2018/12/08,9.21,9.75,8.60,733097300
2018/12/09,9.09,9.55,8.20,714767150
2018/12/10,10.78,11.75,11.11,775888500
2018/12/11,11.60,12.67,12.04,782510650
2018/12/12,11.36,12.34,11.00,777966150
2018/12/13,11.94,12.89,11.19,787951050
2018/12/14,11.67,12.41,11.15,797465600
2018/12/15,10.14,10.40,9.02,739081700
2018/12/16,9.95,10.48,9.71,724350950
2018/12/17,10.59,11.26,9.85,793649600
2018/12/18,10.80,11.48,10.15,808120150
2018/12/19,10.23,10.72,9.83,796438250
2018/12/20,10.45,11.20,10.78,808647450
2018/12/21,10.03,10.56,9.90,822638700
2018/12/22,9.52,10.20,9.03,765998700
2018/12/23,8.59,8.96,8.07,737462250
2018/12/24,8.90,9.28,7.74,738754550
2018/12/25,10.62,11.28,10.56,813035300
2018/12/26,10.75,11.41,10.92,810978250
2018/12/27,10.05,10.54,9.32,811183500
2018/12/28,9.90,10.38,9.62,800235950
2018/12/29,9.24,9.51,8.05,713547600
2018/12/30,9.21,9.40,7.90,683492400
2018/12/31,8.76,8.61,7.02,699933000
2019/01/01,7.99,7.56,5.98,684396950
2019/01/02,8.17,7.93,6.08,685920850
2019/01/03,8.38,8.34,6.57,682578550
2019/01/04,8.69,8.56,6.51,760928550
2019/01/05,9.09,9.36,8.01,725252700
2019/01/06,9.17,9.52,8.08,706117950
2019/01/07,10.13,10.68,9.96,829179950
2019/01/08,10.24,10.71,10.08,845451200
2019/01/09,10.51,11.17,9.97,840553600
2019/01/10,10.96,11.74,10.88,846038450
2019/01/11,10.38,10.80,9.34,840069150
2019/01/12,10.25,10.76,9.76,773844350
2019/01/13,9.14,9.40,8.06,756353100
2019/01/14,9.96,10.43,8.26,767957850
2019/01/15,10.66,11.25,10.29,855138250
2019/01/16,10.46,11.01,10.07,851423900
2019/01/17,10.53,11.04,9.99,853805550
2019/01/18,10.36,10.70,9.51,847700250
2019/01/19,9.40,9.68,8.14,772448400
2019/01/20,9.08,9.33,8.18,755798650
2019/01/21,10.09,10.63,9.06,841347700
2019/01/22,10.48,10.93,9.27,844046750
2019/01/23,10.11,10.14,8.71,853029200
2019/01/24,10.42,10.73,8.96,840815100
2019/01/25,10.82,11.13,9.80,847556650
2019/01/26,10.34,10.92,9.31,770221700
2019/01/27,9.54,9.71,8.07,748073100
2019/01/28,10.87,11.72,10.26,834485300
2019/01/29,10.38,10.80,8.99,835395900
2019/01/30,10.44,10.57,9.20,850060900
2019/01/31,11.50,12.53,11.12,842427550
2019/02/01,10.40,10.63,8.97,858197300
2019/02/02,9.54,9.34,7.20,784478650
2019/02/03,8.20,7.92,5.96,762486200
2019/02/04,8.26,8.40,6.21,844304300
2019/02/05,9.07,8.97,6.57,842021250
2019/02/06,9.97,10.66,9.47,845835350
2019/02/07,9.17,9.39,8.16,840980750
2019/02/08,10.29,11.19,10.47,852425100
2019/02/09,9.99,10.79,9.28,785384300
2019/02/10,8.85,9.06,6.67,730396700
2019/02/11,9.78,10.71,9.03,754205850
2019/02/12,9.41,9.59,7.30,832177800
2019/02/13,9.63,9.95,8.19,839559050
2019/02/14,10.30,11.23,9.79,841313400
2019/02/15,10.08,10.91,9.99,849678400
2019/02/16,8.69,8.78,6.44,744290900
2019/02/17,8.23,8.20,5.90,737256400
2019/02/18,8.93,8.95,6.56,836603450
2019/02/19,9.49,10.19,10.21,836560050
2019/02/20,7.67,7.74,5.72,839130450
2019/02/21,8.62,8.85,7.63,844977650
2019/02/22,8.81,9.26,8.02,849733200
2019/02/23,8.11,8.26,5.80,754140550
2019/02/24,7.19,6.82,4.65,708922000
2019/02/25,7.81,8.13,7.11,819019850
2019/02/26,7.31,7.15,5.04,818450850
2019/02/27,7.51,7.39,6.18,829406650
2019/02/28,8.67,9.40,9.67,841659300
2019/03/01,7.65,7.57,5.82,800712700
2019/03/02,7.56,7.48,5.66,697284850
2019/03/03,7.70,7.90,6.97,694478000
2019/03/04,8.77,9.51,8.97,774581550
2019/03/05,7.60,7.44,5.38,752828350
2019/03/06,8.46,9.02,8.61,767119500
2019/03/07,8.57,9.05,7.73,774872800
2019/03/08,7.86,7.48,5.28,763262450
2019/03/09,7.63,7.00,5.60,686283300
2019/03/10,7.36,7.56,6.35,652724750
2019/03/11,7.77,8.13,7.07,735130550
2019/03/12,7.28,7.16,5.68,713077100
2019/03/13,7.05,7.00,5.40,739010800
2019/03/14,7.51,7.26,5.75,743435050
2019/03/15,7.69,7.35,5.88,746785700
2019/03/16,7.91,7.89,5.20,655202150
2019/03/17,7.48,7.31,4.94,631907350
2019/03/18,8.15,8.08,6.48,756880100
2019/03/19,7.83,7.64,5.74,760520500
2019/03/20,6.94,6.61,5.04,749149250
2019/03/21,7.74,8.40,7.27,662242150
2019/03/22,7.63,7.87,6.97,742360000
2019/03/23,7.73,7.54,4.99,647723350
2019/03/24,7.37,7.22,5.04,630746200
2019/03/25,8.38,8.58,7.72,737336150
2019/03/26,7.22,6.80,5.20,723758650
2019/03/27,7.28,6.96,5.96,729965500
2019/03/28,8.07,8.38,7.11,728552000
2019/03/29,7.98,8.01,6.65,733401100
2019/03/30,7.82,7.79,5.97,639109250
2019/03/31,6.83,6.29,4.15,624845300
