”NŒŽ“ú,DA-24(\/kWh),DA-DT(\/kWh),DA-PT(\/kWh),TTV(kWh)
2019/05/30,8.02,8.14,7.82,755491900
2019/05/31,8.91,10.09,10.77,730514000
2019/06/01,7.16,7.38,6.58,679992350
2019/06/02,7.15,7.38,6.45,687373850
2019/06/03,8.08,8.81,9.12,739351850
2019/06/04,8.32,8.72,9.32,720355300
2019/06/05,8.43,8.67,9.20,717301550
2019/06/06,8.84,9.87,9.57,739582550
2019/06/07,9.75,11.25,12.82,732063850
2019/06/08,7.66,8.00,7.95,677541350
2019/06/09,6.72,6.58,6.10,636085050
2019/06/10,7.82,8.45,8.68,717296000
2019/06/11,7.89,8.53,9.17,729017050
2019/06/12,7.53,7.76,7.14,726318550
2019/06/13,7.41,7.58,7.23,736804750
2019/06/14,8.53,9.28,9.91,749887950
2019/06/15,7.78,8.34,7.36,680750250
2019/06/16,6.50,6.63,5.77,652488150
2019/06/17,7.40,8.06,7.88,757760200
2019/06/18,7.85,8.38,8.55,769085350
2019/06/19,8.02,8.60,9.15,775228200
2019/06/20,8.21,8.79,9.32,821728900
2019/06/21,8.40,9.22,9.69,816012650
2019/06/22,7.72,8.19,8.07,757173900
2019/06/23,7.00,7.03,6.06,702347700
2019/06/24,7.64,8.23,8.46,783468850
2019/06/25,7.73,8.19,8.22,819850450
2019/06/26,8.26,9.24,9.64,796849500
2019/06/27,9.14,10.56,12.23,776107150
2019/06/28,8.68,9.84,9.93,798964350
2019/06/29,7.77,8.54,8.86,715128950
2019/06/30,7.29,7.96,7.38,716102600
2019/07/01,7.76,8.99,9.59,831086750
2019/07/02,7.73,8.58,8.60,825988650
2019/07/03,7.60,8.56,9.48,835303800
2019/07/04,7.86,8.82,8.90,847987750
2019/07/05,6.93,7.42,7.18,852156300
2019/07/06,6.48,6.48,5.79,782625350
2019/07/07,5.83,5.88,5.05,767929200
2019/07/08,6.42,6.71,6.44,881017600
2019/07/09,6.64,6.84,6.69,873721050
2019/07/10,6.78,7.10,7.04,872482700
2019/07/11,6.76,7.09,7.03,864454150
2019/07/12,6.96,7.52,7.36,869270800
2019/07/13,6.76,7.24,7.59,814597350
2019/07/14,6.41,6.72,6.20,780817850
2019/07/15,6.14,6.63,5.93,800450500
2019/07/16,7.12,7.96,8.57,865492750
2019/07/17,7.47,8.25,8.79,881979350
2019/07/18,7.73,8.47,9.01,912279900
2019/07/19,8.13,9.07,9.39,902032000
2019/07/20,7.01,7.55,7.17,810820300
2019/07/21,6.80,7.41,6.62,800007000
2019/07/22,7.72,8.56,8.94,905666700
2019/07/23,7.76,8.40,8.39,927058850
2019/07/24,7.99,8.77,9.11,935552400
2019/07/25,7.97,8.79,8.98,953949950
2019/07/26,8.02,8.94,9.64,951400800
2019/07/27,7.87,8.67,8.45,844563700
2019/07/28,7.10,7.52,6.18,841135950
2019/07/29,8.95,10.45,11.37,935763750
2019/07/30,9.72,11.16,12.10,933768350
2019/07/31,11.67,13.93,15.54,960516650
2019/08/01,13.36,17.29,18.09,989598350
2019/08/02,15.18,20.06,20.16,977135150
2019/08/03,9.16,9.83,8.87,897310800
2019/08/04,8.93,9.86,8.45,856655900
2019/08/05,11.81,14.75,15.75,936044750
2019/08/06,14.97,19.50,24.86,942256250
2019/08/07,16.87,22.84,23.39,944726050
2019/08/08,16.80,23.13,23.61,891794200
2019/08/09,14.26,18.78,18.36,907183250
2019/08/10,10.15,11.86,11.29,839656400
2019/08/11,8.77,9.75,9.68,805816800
2019/08/12,8.58,9.35,9.59,798873750
2019/08/13,8.16,8.66,7.86,836377950
2019/08/14,8.66,9.58,10.16,815244900
2019/08/15,8.62,9.46,10.03,848221950
2019/08/16,8.76,9.39,8.44,851510350
2019/08/17,9.27,10.46,8.70,810479200
2019/08/18,8.53,9.52,8.01,780645900
2019/08/19,13.05,17.11,22.56,839883750
2019/08/20,12.78,16.52,19.74,872266100
2019/08/21,9.87,11.55,12.98,937767050
2019/08/22,9.01,10.29,10.52,939438500
2019/08/23,9.26,10.80,11.62,924858750
2019/08/24,8.13,8.84,9.21,899957300
2019/08/25,6.96,7.37,7.02,840467300
2019/08/26,7.46,8.28,8.31,933842200
2019/08/27,7.97,8.91,9.55,918616700
2019/08/28,8.45,9.58,9.83,914234100
2019/08/29,8.45,9.47,9.35,924697500
2019/08/30,8.07,8.94,9.21,901562450
2019/08/31,7.37,8.07,8.73,848077950
2019/09/01,6.24,6.81,6.28,794905300
2019/09/02,7.96,9.16,9.20,892028450
2019/09/03,8.39,9.60,9.74,900147400
2019/09/04,8.07,9.08,9.20,893064700
2019/09/05,8.27,9.47,9.62,899521500
2019/09/06,8.75,10.00,9.96,908141500
2019/09/07,8.51,9.18,9.19,840555700
2019/09/08,8.09,8.78,7.87,775362300
2019/09/09,13.26,17.41,18.06,869454450
2019/09/10,18.81,26.31,26.01,892187800
2019/09/11,15.01,19.47,19.18,874601950
2019/09/12,12.78,15.88,16.88,873496300
2019/09/13,8.62,9.65,9.67,889904000
2019/09/14,7.40,7.98,7.78,823051250
2019/09/15,7.21,7.76,7.09,770826750
2019/09/16,8.57,10.05,9.79,774855000
2019/09/17,9.34,10.99,11.41,876565150
2019/09/18,8.37,9.36,9.38,885854500
2019/09/19,7.54,8.19,8.35,887851450
2019/09/20,7.88,8.55,8.97,869323500
2019/09/21,7.96,8.39,8.45,783556600
2019/09/22,8.05,8.50,8.72,768455450
2019/09/23,8.52,9.77,9.05,780581700
2019/09/24,8.86,9.57,8.89,856790600
2019/09/25,7.95,8.23,7.37,864443950
2019/09/26,7.98,8.26,8.16,868975950
2019/09/27,8.17,8.88,8.96,856280050
2019/09/28,8.61,9.39,9.01,786210500
2019/09/29,7.73,8.30,7.87,789170750
2019/09/30,9.35,10.44,11.50,856453800
2019/10/01,10.53,11.96,13.99,814804200
2019/10/02,11.17,13.40,14.71,818625650
2019/10/03,10.52,12.11,14.04,816278850
2019/10/04,11.30,13.09,13.46,824848300
2019/10/05,9.26,10.03,9.18,761262100
2019/10/06,7.64,7.56,6.41,730327450
2019/10/07,9.67,10.95,11.76,782768850
2019/10/08,9.06,10.14,9.92,798698500
2019/10/09,7.55,7.92,6.70,771396600
2019/10/10,7.85,8.43,8.57,768540300
2019/10/11,9.04,10.35,11.33,786453700
2019/10/12,7.91,8.82,8.66,741265800
2019/10/13,6.22,6.28,5.32,637247600
2019/10/14,7.74,8.42,7.75,683689800
2019/10/15,7.56,8.01,7.33,773229650
2019/10/16,7.34,7.61,6.84,781040850
2019/10/17,7.93,8.52,8.43,779500900
2019/10/18,8.57,9.46,9.54,785667950
2019/10/19,7.86,8.26,8.26,684168900
2019/10/20,6.71,6.91,6.37,682576050
2019/10/21,8.04,8.81,8.73,768204300
2019/10/22,7.28,7.72,7.37,701608000
2019/10/23,7.56,7.98,7.59,770631150
2019/10/24,8.44,9.28,9.30,779603950
2019/10/25,8.05,8.52,8.37,804156950
2019/10/26,7.72,8.37,8.11,699636350
2019/10/27,6.75,6.89,5.80,646126650
2019/10/28,7.54,7.98,6.53,769676900
2019/10/29,8.78,9.86,9.54,805315500
2019/10/30,7.02,7.17,6.40,785036750
2019/10/31,6.67,6.57,5.73,778142100
2019/11/01,6.74,6.70,6.63,824839900
2019/11/02,6.62,6.51,5.62,628097050
2019/11/03,6.64,6.71,6.25,615007700
2019/11/04,6.54,6.57,5.56,618935950
2019/11/05,6.70,6.53,5.55,764414550
2019/11/06,6.59,6.34,5.32,779782050
2019/11/07,7.67,7.99,7.61,777689200
2019/11/08,7.58,7.90,7.26,764236250
2019/11/09,6.57,6.44,5.42,664882600
2019/11/10,6.10,5.90,5.16,608423900
2019/11/11,8.38,9.23,8.02,740640400
2019/11/12,7.11,7.23,6.35,757212200
2019/11/13,8.09,8.48,7.98,788620850
2019/11/14,7.90,8.27,6.94,773514000
2019/11/15,8.35,8.42,7.03,782758950
2019/11/16,7.56,7.57,6.10,681990500
2019/11/17,6.50,6.41,4.90,661923950
2019/11/18,8.21,9.05,8.00,790838100
2019/11/19,8.15,8.74,7.05,799734600
2019/11/20,8.53,9.11,7.21,804253150
2019/11/21,8.29,8.24,6.87,798494600
2019/11/22,9.25,9.65,9.46,822228000
2019/11/23,7.42,7.54,6.68,676052600
2019/11/24,7.07,7.34,6.73,704899500
2019/11/25,7.92,8.72,8.91,809088250
2019/11/26,8.47,9.00,7.73,841585450
2019/11/27,10.01,11.27,11.83,824444950
2019/11/28,9.68,10.71,9.66,855108200
2019/11/29,9.54,9.72,7.49,853342950
2019/11/30,8.44,8.36,5.88,742534650
2019/12/01,7.31,7.37,6.11,805911200
2019/12/02,8.43,9.05,8.72,877835700
2019/12/03,8.19,8.64,7.43,893268400
2019/12/04,8.36,8.74,7.68,886994850
2019/12/05,9.00,9.69,8.72,884961850
2019/12/06,10.12,11.36,10.12,897949350
2019/12/07,10.20,11.60,9.30,839209800
2019/12/08,7.43,7.42,6.01,802987650
2019/12/09,8.80,9.35,7.68,895898800
2019/12/10,8.52,8.95,7.84,912780450
2019/12/11,8.44,8.89,8.69,902190100
2019/12/12,8.13,8.35,7.35,912324950
2019/12/13,8.59,8.89,8.13,908919900
2019/12/14,7.30,7.36,5.90,827983900
2019/12/15,6.87,6.80,4.99,780743050
2019/12/16,8.93,9.57,7.68,906294900
2019/12/17,9.28,10.06,8.93,911799400
2019/12/18,7.90,8.03,6.79,890583600
2019/12/19,9.29,10.22,8.97,913069700
2019/12/20,7.96,8.30,7.19,923019550
2019/12/21,7.87,8.32,7.06,820824400
2019/12/22,7.82,8.44,7.16,792658000
2019/12/23,8.46,8.97,7.21,896505200
2019/12/24,8.24,8.65,7.54,907351700
2019/12/25,8.81,9.35,8.38,923930600
2019/12/26,9.43,10.60,10.18,919157000
2019/12/27,7.63,7.75,6.40,893690350
2019/12/28,7.47,7.61,5.61,763866450
2019/12/29,7.26,7.38,6.07,772579650
2019/12/30,6.88,7.39,5.85,754890050
2019/12/31,5.82,5.92,4.51,728534550
2020/01/01,5.97,5.63,4.44,719697750
2020/01/02,5.97,5.87,4.54,715588650
2020/01/03,6.13,5.99,4.56,724015750
2020/01/04,6.40,6.41,4.73,739357900
2020/01/05,6.64,6.62,4.82,730576000
2020/01/06,7.73,8.03,6.71,914373900
2020/01/07,8.51,9.27,8.79,913361650
2020/01/08,8.12,8.84,8.56,890751850
2020/01/09,7.59,7.84,6.25,867607600
2020/01/10,8.29,8.71,7.29,872289350
2020/01/11,7.81,8.00,6.75,845943300
2020/01/12,7.56,8.00,6.68,807477500
2020/01/13,7.29,7.62,5.81,825645450
2020/01/14,8.06,8.52,7.38,902649400
2020/01/15,8.01,8.39,6.77,923740750
2020/01/16,8.54,9.20,8.63,909409650
2020/01/17,8.86,9.54,8.84,909901600
2020/01/18,8.02,8.46,6.77,852694500
2020/01/19,7.34,7.44,6.25,814720150
2020/01/20,7.85,8.09,6.32,909015550
2020/01/21,7.83,7.93,5.59,886748300
2020/01/22,8.82,9.36,8.72,906050800
2020/01/23,8.67,9.14,8.69,923909300
2020/01/24,7.93,8.05,7.38,947147700
2020/01/25,7.64,8.07,7.14,846323550
2020/01/26,7.31,7.74,6.64,834569350
2020/01/27,8.87,10.14,9.51,922891950
2020/01/28,8.03,8.66,8.08,938985850
2020/01/29,7.64,8.03,6.86,933887700
2020/01/30,7.23,7.41,5.82,925453450
2020/01/31,7.50,7.72,6.17,938741100
2020/02/01,6.87,6.83,4.88,837785450
2020/02/02,6.04,5.69,3.99,794826450
2020/02/03,7.29,7.72,6.69,921974850
2020/02/04,7.54,7.72,6.37,937983650
2020/02/05,7.30,7.21,5.47,899421950
2020/02/06,9.15,9.80,6.81,915438950
2020/02/07,9.57,10.13,8.25,940925100
2020/02/08,7.64,7.26,5.48,831846850
2020/02/09,7.06,7.04,5.34,846651000
2020/02/10,8.57,8.94,6.53,903922250
2020/02/11,7.05,6.81,4.72,816930050
2020/02/12,7.37,7.43,6.31,939873750
2020/02/13,6.67,6.78,5.44,876430750
2020/02/14,6.56,6.74,6.58,910279900
2020/02/15,5.84,5.71,4.68,836959200
2020/02/16,5.60,5.90,5.38,826719700
2020/02/17,6.20,6.72,4.97,932931400
2020/02/18,7.34,7.56,5.64,936976800
2020/02/19,7.19,7.09,5.17,888573050
2020/02/20,7.18,7.22,5.32,901350250
2020/02/21,6.15,5.57,4.46,906701700
2020/02/22,5.67,5.56,3.96,828678350
2020/02/23,4.19,3.35,0.18,791498600
2020/02/24,5.47,5.17,3.20,804445250
2020/02/25,6.51,6.56,5.92,859815800
2020/02/26,6.10,5.97,5.32,868724400
2020/02/27,6.84,6.84,5.11,897674850
2020/02/28,7.65,7.70,6.72,919317150
2020/02/29,6.46,6.45,5.54,857550700
2020/03/01,5.57,5.42,4.04,777938100
2020/03/02,6.22,6.51,5.06,820547850
2020/03/03,6.18,6.03,4.47,831550950
2020/03/04,8.15,9.29,9.40,849709700
2020/03/05,6.41,5.98,4.22,839139800
2020/03/06,6.55,5.93,4.07,849027650
2020/03/07,6.74,6.66,5.44,784114750
2020/03/08,5.48,5.30,3.59,682629250
2020/03/09,6.03,6.02,4.95,816627250
2020/03/10,7.04,7.89,7.40,842736950
2020/03/11,5.58,5.31,4.09,837908350
2020/03/12,5.75,5.38,4.14,852958750
2020/03/13,6.14,6.08,4.76,874412350
2020/03/14,6.55,6.72,5.06,731456250
2020/03/15,5.81,5.37,3.41,672092650
2020/03/16,7.53,7.55,4.99,840445900
2020/03/17,7.16,6.24,4.05,856695650
2020/03/18,6.16,5.70,4.23,830909450
2020/03/19,5.78,5.44,4.66,815790350
2020/03/20,4.93,3.99,1.31,704832100
2020/03/21,4.44,3.54,1.25,711146750
2020/03/22,5.12,5.11,4.19,714340800
2020/03/23,5.29,5.19,4.17,792230100
2020/03/24,5.80,5.50,4.35,805305400
2020/03/25,5.42,5.07,4.09,798863800
2020/03/26,5.05,4.56,3.82,830037100
2020/03/27,5.59,5.88,6.38,799542800
2020/03/28,5.93,6.32,5.77,739691650
2020/03/29,5.03,5.20,3.45,657955100
2020/03/30,6.17,6.94,5.96,834750100
2020/03/31,5.75,5.98,5.68,822112900
